"GEO_ID","NAME","B01003_001E","B01003_001M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total"
"0500000US39133","Portage County, Ohio","160713","*****"
"0500000US39135","Preble County, Ohio","42394","*****"
"0500000US39137","Putnam County, Ohio","34546","*****"
"0500000US39139","Richland County, Ohio","125241","*****"
"0500000US39141","Ross County, Ohio","77868","*****"
"0500000US39143","Sandusky County, Ohio","61088","*****"
"0500000US39145","Scioto County, Ohio","79189","*****"
"0500000US39147","Seneca County, Ohio","56901","*****"
"0500000US39149","Shelby County, Ohio","49389","*****"
"0500000US39151","Stark County, Ohio","376142","*****"
"0500000US39153","Summit County, Ohio","542169","*****"
"0500000US39155","Trumbull County, Ohio","211403","*****"
"0500000US39157","Tuscarawas County, Ohio","92561","*****"
"0500000US39159","Union County, Ohio","51539","*****"
"0500000US39161","Van Wert County, Ohio","28880","*****"
"0500000US39163","Vinton County, Ohio","13457","*****"
"0500000US39165","Warren County, Ohio","210662","*****"
"0500000US39167","Washington County, Ohio","61946","*****"
"0500000US39169","Wayne County, Ohio","114508","*****"
"0500000US39171","Williams County, Ohio","37985","*****"
"0500000US39173","Wood County, Ohio","125566","*****"
"0500000US39175","Wyandot County, Ohio","22661","*****"
"0500000US40001","Adair County, Oklahoma","22506","*****"
"0500000US40003","Alfalfa County, Oklahoma","5625","*****"
"0500000US40005","Atoka County, Oklahoma","14183","*****"
"0500000US40007","Beaver County, Oklahoma","5586","*****"
"0500000US40009","Beckham County, Oklahoma","22272","*****"
"0500000US40011","Blaine County, Oklahoma","11122","*****"
"0500000US40013","Bryan County, Oklahoma","41865","*****"
"0500000US40015","Caddo County, Oklahoma","29042","*****"
"0500000US40017","Canadian County, Oklahoma","113154","*****"
"0500000US40019","Carter County, Oklahoma","47326","*****"
"0500000US40021","Cherokee County, Oklahoma","46653","*****"
"0500000US40023","Choctaw County, Oklahoma","15186","*****"
"0500000US40025","Cimarron County, Oklahoma","2486","*****"
"0500000US40027","Cleveland County, Oklahoma","251643","*****"
"0500000US40029","Coal County, Oklahoma","5853","*****"
"0500000US40031","Comanche County, Oklahoma","121744","*****"
"0500000US40033","Cotton County, Oklahoma","6199","*****"
"0500000US40035","Craig County, Oklahoma","14989","*****"
"0500000US40037","Creek County, Oklahoma","69450","*****"
"0500000US40039","Custer County, Oklahoma","27144","*****"
"0500000US40041","Delaware County, Oklahoma","41295","*****"
"0500000US40043","Dewey County, Oklahoma","4773","*****"
"0500000US40045","Ellis County, Oklahoma","4071","*****"
"0500000US40047","Garfield County, Oklahoma","59680","*****"
"0500000US40049","Garvin County, Oklahoma","27498","*****"
"0500000US40051","Grady County, Oklahoma","52062","*****"
"0500000US40053","Grant County, Oklahoma","4569","*****"
"0500000US40055","Greer County, Oklahoma","6194","*****"
"0500000US40057","Harmon County, Oklahoma","2873","*****"
"0500000US40059","Harper County, Oklahoma","3641","*****"
"0500000US40061","Haskell County, Oklahoma","12677","*****"
"0500000US40063","Hughes County, Oklahoma","13686","*****"
"0500000US40065","Jackson County, Oklahoma","26311","*****"
"0500000US40067","Jefferson County, Oklahoma","6454","*****"
"0500000US40069","Johnston County, Oklahoma","10907","*****"
"0500000US40071","Kay County, Oklahoma","46458","*****"
"0500000US40073","Kingfisher County, Oklahoma","14928","*****"
"0500000US40075","Kiowa County, Oklahoma","9470","*****"
"0500000US40077","Latimer County, Oklahoma","11081","*****"
"0500000US40079","Le Flore County, Oklahoma","50106","*****"
"0500000US40081","Lincoln County, Oklahoma","33964","*****"
"0500000US40083","Logan County, Oklahoma","40863","*****"
"0500000US40085","Love County, Oklahoma","9343","*****"
"0500000US40087","McClain County, Oklahoma","33873","*****"
"0500000US40089","McCurtain County, Oklahoma","33121","*****"
"0500000US40091","McIntosh County, Oklahoma","20142","*****"
"0500000US40093","Major County, Oklahoma","7530","*****"
"0500000US40095","Marshall County, Oklahoma","15675","*****"
"0500000US40097","Mayes County, Oklahoma","41063","*****"
"0500000US40099","Murray County, Oklahoma","13313","*****"
"0500000US40101","Muskogee County, Oklahoma","70593","*****"
"0500000US40103","Noble County, Oklahoma","11533","*****"
"0500000US40105","Nowata County, Oklahoma","10660","*****"
"0500000US40107","Okfuskee County, Oklahoma","12132","*****"
"0500000US40109","Oklahoma County, Oklahoma","712491","*****"
"0500000US40111","Okmulgee County, Oklahoma","39766","*****"
"0500000US40113","Osage County, Oklahoma","47361","*****"
"0500000US40115","Ottawa County, Oklahoma","31975","*****"
"0500000US40117","Pawnee County, Oklahoma","16585","*****"
"0500000US40119","Payne County, Oklahoma","76291","*****"
"0500000US40121","Pittsburg County, Oklahoma","45562","*****"
"0500000US40123","Pontotoc County, Oklahoma","37102","*****"
"0500000US40125","Pottawatomie County, Oklahoma","69276","*****"
"0500000US40127","Pushmataha County, Oklahoma","11518","*****"
"0500000US40129","Roger Mills County, Oklahoma","3591","*****"
"0500000US40131","Rogers County, Oklahoma","86149","*****"
"0500000US40133","Seminole County, Oklahoma","25280","*****"
"0500000US40135","Sequoyah County, Oklahoma","42074","*****"
"0500000US40137","Stephens County, Oklahoma","44759","*****"
"0500000US40139","Texas County, Oklahoma","20218","*****"
"0500000US40141","Tillman County, Oklahoma","8092","*****"
"0500000US40143","Tulsa County, Oklahoma","596873","*****"
"0500000US40145","Wagoner County, Oklahoma","71792","*****"
"0500000US40147","Washington County, Oklahoma","50791","*****"
"0500000US40149","Washita County, Oklahoma","11601","*****"
"0500000US40151","Woods County, Oklahoma","8701","*****"
"0500000US40153","Woodward County, Oklahoma","20105","*****"
"0500000US41001","Baker County, Oregon","16126","*****"
"0500000US41003","Benton County, Oregon","84943","*****"
"0500000US41005","Clackamas County, Oregon","373832","*****"
"0500000US41007","Clatsop County, Oregon","36966","*****"
"0500000US41009","Columbia County, Oregon","49247","*****"
"0500000US41011","Coos County, Oregon","63108","*****"
"0500000US41013","Crook County, Oregon","21356","*****"
"0500000US41015","Curry County, Oregon","22373","*****"
"0500000US41017","Deschutes County, Oregon","157014","*****"
"0500000US41019","Douglas County, Oregon","107382","*****"
"0500000US41021","Gilliam County, Oregon","1873","*****"
"0500000US41023","Grant County, Oregon","7359","*****"
"0500000US41025","Harney County, Oregon","7383","*****"
"0500000US41027","Hood River County, Oregon","21962","*****"
"0500000US41029","Jackson County, Oregon","202178","*****"
"0500000US41031","Jefferson County, Oregon","21786","*****"
"0500000US41033","Josephine County, Oregon","82456","*****"
"0500000US41035","Klamath County, Oregon","66517","*****"
"0500000US41037","Lake County, Oregon","7906","*****"
"0500000US41039","Lane County, Oregon","349832","*****"
"0500000US41041","Lincoln County, Oregon","45933","*****"
"0500000US41043","Linn County, Oregon","115776","*****"
"0500000US41045","Malheur County, Oregon","31280","*****"
"0500000US41047","Marion County, Oregon","313020","*****"
"0500000US41049","Morrow County, Oregon","11107","*****"
"0500000US41051","Multnomah County, Oregon","724803","*****"
"0500000US41053","Polk County, Oregon","74734","*****"
"0500000US41057","Tillamook County, Oregon","25249","*****"
"0500000US41059","Umatilla County, Oregon","75344","*****"
"0500000US41061","Union County, Oregon","25573","*****"
"0500000US41063","Wallowa County, Oregon","6949","*****"
"0500000US41065","Wasco County, Oregon","24910","*****"
"0500000US41067","Washington County, Oregon","524275","*****"
"0500000US41071","Yamhill County, Oregon","98293","*****"
"0500000US42001","Adams County, Pennsylvania","101137","*****"
"0500000US42003","Allegheny County, Pennsylvania","1223525","*****"
"0500000US42005","Armstrong County, Pennsylvania","69208","*****"
"0500000US42007","Beaver County, Pennsylvania","171027","*****"
"0500000US42009","Bedford County, Pennsylvania","49864","*****"
"0500000US42011","Berks County, Pennsylvania","409624","*****"
"0500000US42013","Blair County, Pennsylvania","127090","*****"
"0500000US42015","Bradford County, Pennsylvania","62522","*****"
"0500000US42017","Bucks County, Pennsylvania","624351","*****"
"0500000US42019","Butler County, Pennsylvania","183317","*****"
"0500000US42021","Cambria County, Pennsylvania","144489","*****"
"0500000US42023","Cameron County, Pennsylvania","5130","*****"
"0500000US42025","Carbon County, Pennsylvania","64974","*****"
"0500000US42027","Centre County, Pennsylvania","152689","*****"
"0500000US42029","Chester County, Pennsylvania","495651","*****"
"0500000US42031","Clarion County, Pennsylvania","40178","*****"
"0500000US42033","Clearfield County, Pennsylvania","81954","*****"
"0500000US42035","Clinton County, Pennsylvania","39015","*****"
"0500000US42037","Columbia County, Pennsylvania","67020","*****"
"0500000US42039","Crawford County, Pennsylvania","89058","*****"
"0500000US42041","Cumberland County, Pennsylvania","233726","*****"
"0500000US42043","Dauphin County, Pennsylvania","266576","*****"
"0500000US42045","Delaware County, Pennsylvania","557648","*****"
"0500000US42047","Elk County, Pennsylvania","32233","*****"
"0500000US42049","Erie County, Pennsylvania","279824","*****"
"0500000US42051","Fayette County, Pennsylvania","137803","*****"
"0500000US42053","Forest County, Pennsylvania","7600","*****"
"0500000US42055","Franklin County, Pennsylvania","148239","*****"
"0500000US42057","Fulton County, Pennsylvania","14858","*****"
"0500000US42059","Greene County, Pennsylvania","38895","*****"
"0500000US42061","Huntingdon County, Pennsylvania","45898","*****"
"0500000US42063","Indiana County, Pennsylvania","88997","*****"
"0500000US42065","Jefferson County, Pennsylvania","45173","*****"
"0500000US42067","Juniata County, Pennsylvania","24439","*****"
"0500000US42069","Lackawanna County, Pennsylvania","214057","*****"
"0500000US42071","Lancaster County, Pennsylvania","515817","*****"
"0500000US42073","Lawrence County, Pennsylvania","91341","*****"
"0500000US42075","Lebanon County, Pennsylvania","132550","*****"
"0500000US42077","Lehigh County, Pennsylvania","347197","*****"
"0500000US42079","Luzerne County, Pennsylvania","319897","*****"
"0500000US42081","Lycoming County, Pennsylvania","116335","*****"
"0500000US42083","McKean County, Pennsylvania","43642","*****"
"0500000US42085","Mercer County, Pennsylvania","116939","*****"
"0500000US42087","Mifflin County, Pennsylvania","46671","*****"
"0500000US42089","Monroe County, Pennsylvania","169050","*****"
"0500000US42091","Montgomery County, Pennsylvania","794921","*****"
"0500000US42093","Montour County, Pennsylvania","18193","*****"
"0500000US42095","Northampton County, Pennsylvania","296323","*****"
"0500000US42097","Northumberland County, Pennsylvania","94321","*****"
"0500000US42099","Perry County, Pennsylvania","45785","*****"
"0500000US42101","Philadelphia County, Pennsylvania","1514456","*****"
"0500000US42103","Pike County, Pennsylvania","57242","*****"
"0500000US42105","Potter County, Pennsylvania","17487","*****"
"0500000US42107","Schuylkill County, Pennsylvania","148195","*****"
"0500000US42109","Snyder County, Pennsylvania","39597","*****"
"0500000US42111","Somerset County, Pennsylvania","77946","*****"
"0500000US42113","Sullivan County, Pennsylvania","6469","*****"
"0500000US01001","Autauga County, Alabama","53944","*****"
"0500000US01003","Baldwin County, Alabama","179523","*****"
"0500000US01005","Barbour County, Alabama","27546","*****"
"0500000US01007","Bibb County, Alabama","22746","*****"
"0500000US01009","Blount County, Alabama","57140","*****"
"0500000US01011","Bullock County, Alabama","10877","*****"
"0500000US01013","Butler County, Alabama","20860","*****"
"0500000US01015","Calhoun County, Alabama","117614","*****"
"0500000US01017","Chambers County, Alabama","34375","*****"
