"GEO_ID","NAME","B01003_001E","B01003_001M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total"
"0500000US42005","Armstrong County, Pennsylvania","68343","*****"
"0500000US42007","Beaver County, Pennsylvania","170124","*****"
"0500000US42009","Bedford County, Pennsylvania","49332","*****"
"0500000US42011","Berks County, Pennsylvania","413016","*****"
"0500000US42013","Blair County, Pennsylvania","126708","*****"
"0500000US42015","Bradford County, Pennsylvania","62510","*****"
"0500000US42017","Bucks County, Pennsylvania","626205","*****"
"0500000US42019","Butler County, Pennsylvania","185034","*****"
"0500000US42021","Cambria County, Pennsylvania","140835","*****"
"0500000US42023","Cameron County, Pennsylvania","4939","*****"
"0500000US42025","Carbon County, Pennsylvania","64874","*****"
"0500000US42027","Centre County, Pennsylvania","156240","*****"
"0500000US42029","Chester County, Pennsylvania","506422","*****"
"0500000US42031","Clarion County, Pennsylvania","39437","*****"
"0500000US42033","Clearfield County, Pennsylvania","81472","*****"
"0500000US42035","Clinton County, Pennsylvania","39611","*****"
"0500000US42037","Columbia County, Pennsylvania","67089","*****"
"0500000US42039","Crawford County, Pennsylvania","87801","*****"
"0500000US42041","Cumberland County, Pennsylvania","239420","*****"
"0500000US42043","Dauphin County, Pennsylvania","269946","*****"
"0500000US42045","Delaware County, Pennsylvania","560775","*****"
"0500000US42047","Elk County, Pennsylvania","31584","*****"
"0500000US42049","Erie County, Pennsylvania","280132","*****"
"0500000US42051","Fayette County, Pennsylvania","135376","*****"
"0500000US42053","Forest County, Pennsylvania","7649","*****"
"0500000US42055","Franklin County, Pennsylvania","151517","*****"
"0500000US42057","Fulton County, Pennsylvania","14747","*****"
"0500000US42059","Greene County, Pennsylvania","38171","*****"
"0500000US42061","Huntingdon County, Pennsylvania","45950","*****"
"0500000US42063","Indiana County, Pennsylvania","88301","*****"
"0500000US42065","Jefferson County, Pennsylvania","44935","*****"
"0500000US42067","Juniata County, Pennsylvania","24793","*****"
"0500000US42069","Lackawanna County, Pennsylvania","214023","*****"
"0500000US42071","Lancaster County, Pennsylvania","526839","*****"
"0500000US42073","Lawrence County, Pennsylvania","89859","*****"
"0500000US42075","Lebanon County, Pennsylvania","135184","*****"
"0500000US42077","Lehigh County, Pennsylvania","354537","*****"
"0500000US42079","Luzerne County, Pennsylvania","320392","*****"
"0500000US42081","Lycoming County, Pennsylvania","116676","*****"
"0500000US42083","McKean County, Pennsylvania","43024","*****"
"0500000US42085","Mercer County, Pennsylvania","115739","*****"
"0500000US42087","Mifflin County, Pennsylvania","46705","*****"
"0500000US42089","Monroe County, Pennsylvania","168342","*****"
"0500000US42091","Montgomery County, Pennsylvania","809372","*****"
"0500000US42093","Montour County, Pennsylvania","18475","*****"
"0500000US42095","Northampton County, Pennsylvania","299225","*****"
"0500000US42097","Northumberland County, Pennsylvania","94294","*****"
"0500000US42099","Perry County, Pennsylvania","45788","*****"
"0500000US42101","Philadelphia County, Pennsylvania","1546920","*****"
"0500000US42103","Pike County, Pennsylvania","56883","*****"
"0500000US42105","Potter County, Pennsylvania","17451","*****"
"0500000US42107","Schuylkill County, Pennsylvania","147146","*****"
"0500000US42109","Snyder County, Pennsylvania","39922","*****"
"0500000US42111","Somerset County, Pennsylvania","77011","*****"
"0500000US42113","Sullivan County, Pennsylvania","6400","*****"
"0500000US42115","Susquehanna County, Pennsylvania","42708","*****"
"0500000US42117","Tioga County, Pennsylvania","42358","*****"
"0500000US42119","Union County, Pennsylvania","44955","*****"
"0500000US42121","Venango County, Pennsylvania","54265","*****"
"0500000US01001","Autauga County, Alabama","55136","*****"
"0500000US01003","Baldwin County, Alabama","191205","*****"
"0500000US01005","Barbour County, Alabama","27119","*****"
"0500000US01007","Bibb County, Alabama","22653","*****"
"0500000US01009","Blount County, Alabama","57645","*****"
"0500000US01011","Bullock County, Alabama","10693","*****"
